setID	setName	setSource
940	Metabolism of nitric oxide	REACTOME
941	Metabolism of non-coding RNA	REACTOME
942	Metabolism of nucleotides	REACTOME
943	Metabolism of polyamines	REACTOME
944	Metabolism of porphyrins	REACTOME
945	Metabolism of proteins	REACTOME
946	Metabolism of steroid hormones	REACTOME
947	Metabolism of vitamins and cofactors	REACTOME
948	Metabolism of water-soluble vitamins and cofactors	REACTOME
950	Metal ion SLC transporters	REACTOME
951	Metalloprotease DUBs	REACTOME
952	Metallothioneins bind metals	REACTOME
955	Methylation	REACTOME
958	MicroRNA (miRNA) biogenesis	REACTOME
961	Miscellaneous substrates	REACTOME
962	Miscellaneous transport and binding events	REACTOME
964	Mismatch Repair	REACTOME
965	Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)	REACTOME
966	Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)	REACTOME
967	Misspliced GSK3beta mutants stabilize beta-catenin	REACTOME
969	Mitochondrial Fatty Acid Beta-Oxidation	REACTOME
968	Mitochondrial biogenesis	REACTOME
970	Mitochondrial protein import	REACTOME
975	Mitochondrial tRNA aminoacylation	REACTOME
971	Mitochondrial translation	REACTOME
972	Mitochondrial translation elongation	REACTOME
973	Mitochondrial translation initiation	REACTOME
974	Mitochondrial translation termination	REACTOME
976	Mitophagy	REACTOME
978	Mitotic Anaphase	REACTOME
979	Mitotic G1-G1/S phases	REACTOME
980	Mitotic G2-G2/M phases	REACTOME
981	Mitotic Metaphase and Anaphase	REACTOME
982	Mitotic Prometaphase	REACTOME
983	Mitotic Prophase	REACTOME
984	Mitotic Spindle Checkpoint	REACTOME
985	Mitotic Telophase/Cytokinesis	REACTOME
986	Molecules associated with elastic fibres	REACTOME
1005	Muscle contraction	REACTOME
1006	MyD88 cascade initiated on plasma membrane	REACTOME
1007	MyD88 deficiency (TLR2/4)	REACTOME
1008	MyD88 dependent cascade initiated on endosome	REACTOME
1009	MyD88-independent TLR3/TLR4 cascade	REACTOME
1010	MyD88:Mal cascade initiated on plasma membrane	REACTOME
1011	Myogenesis	REACTOME
1013	N-Glycan antennae elongation	REACTOME
1014	N-glycan antennae elongation in the medial/trans-Golgi	REACTOME
1018	N-glycan trimming in the ER and Calnexin/Calreticulin cycle	REACTOME
1022	NCAM signaling for neurite out-growth	REACTOME
1023	NCAM1 interactions	REACTOME
1038	NEP/NS2 Interacts with the Cellular Export Machinery	REACTOME
1053	NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	REACTOME
1054	NF-kB is activated and signals survival	REACTOME
1055	NGF signalling via TRKA from the plasma membrane	REACTOME
1060	NIK-->noncanonical NF-kB signaling	REACTOME
1064	NOD1/2 Signaling Pathway	REACTOME
1081	NOTCH1 Intracellular Domain Regulates Transcription	REACTOME
1082	NOTCH2 Activation and Transmission of Signal to the Nucleus	REACTOME
1083	NOTCH2 intracellular domain regulates transcription	REACTOME
1084	NRAGE signals death through JNK	REACTOME
1085	NRIF signals cell death from the nucleus	REACTOME
1086	NS1 Mediated Effects on Host Pathways	REACTOME
1019	Na+/Cl- dependent neurotransmitter transporters	REACTOME
1025	Nef Mediated CD4 Down-regulation	REACTOME
1026	Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters	REACTOME
1027	Negative epigenetic regulation of rRNA expression	REACTOME
1029	Negative regulation of FGFR1 signaling	REACTOME
1030	Negative regulation of FGFR2 signaling	REACTOME
1031	Negative regulation of FGFR3 signaling	REACTOME
1032	Negative regulation of FGFR4 signaling	REACTOME
1033	Negative regulation of MAPK pathway	REACTOME
1034	Negative regulation of MET activity	REACTOME
1035	Negative regulation of TCF-dependent signaling by WNT ligand antagonists	REACTOME
1028	Negative regulation of activity of TFAP2 (AP-2) family transcription factors	REACTOME
1036	Negative regulation of the PI3K/AKT network	REACTOME
1037	Negative regulators of RIG-I/MDA5 signaling	REACTOME
1039	Nephrin interactions	REACTOME
1041	Netrin mediated repulsion signals	REACTOME
1042	Netrin-1 signaling	REACTOME
1044	Neurodegenerative Diseases	REACTOME
1045	Neuronal System	REACTOME
1046	Neurotoxicity of clostridium toxins	REACTOME
1047	Neurotransmitter Receptor Binding And Downstream Transmission In The Postsynaptic Cell	REACTOME
1048	Neurotransmitter Release Cycle	REACTOME
1051	Neutrophil degranulation	REACTOME
1056	Nicotinamide salvaging	REACTOME
1058	Nicotinate metabolism	REACTOME
1061	Nitric oxide stimulates guanylate cyclase	REACTOME
1075	NoRC negatively regulates rRNA expression	REACTOME
1067	Non-integrin membrane-ECM interactions	REACTOME
1071	Nonhomologous End-Joining (NHEJ)	REACTOME
1072	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	REACTOME
1073	Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	REACTOME
1074	Nonsense-Mediated Decay (NMD)	REACTOME
1076	Norepinephrine Neurotransmitter Release Cycle	REACTOME
1079	Notch-HLH transcription pathway	REACTOME
1087	Nuclear Envelope Breakdown	REACTOME
1088	Nuclear Envelope Reassembly	REACTOME
1089	Nuclear Events (kinase and transcription factor activation)	REACTOME
1091	Nuclear Pore Complex (NPC) Disassembly	REACTOME
1092	Nuclear Receptor transcription pathway	REACTOME
1090	Nuclear import of Rev protein	REACTOME
1093	Nuclear signaling by ERBB4	REACTOME
1094	Nucleosome assembly	REACTOME
1096	Nucleotide Excision Repair	REACTOME
1097	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	REACTOME
1098	Nucleotide-like (purinergic) receptors	REACTOME
1100	O-glycosylation of TSR domain-containing proteins	REACTOME
1101	O-linked glycosylation	REACTOME
1102	O-linked glycosylation of mucins	REACTOME
1103	O2/CO2 exchange in erythrocytes	REACTOME
1104	Olfactory Signaling Pathway	REACTOME
1106	Oncogene Induced Senescence	REACTOME
1107	Oncogenic MAPK signaling	REACTOME
1110	Opioid Signalling	REACTOME
1111	Orc1 removal from chromatin	REACTOME
1112	Organelle biogenesis and maintenance	REACTOME
1113	Organic anion transporters	REACTOME
1114	Organic cation transport	REACTOME
1115	Organic cation/anion/zwitterion transport	REACTOME
1119	Other semaphorin interactions	REACTOME
1122	Ovarian tumor domain proteases	REACTOME
1124	Oxidative Stress Induced Senescence	REACTOME
1125	Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	REACTOME
1154	PCNA-Dependent Long Patch Base Excision Repair	REACTOME
1155	PCP/CE pathway	REACTOME
1156	PD-1 signaling	REACTOME
1159	PECAM1 interactions	REACTOME
1167	PERK regulates gene expression	REACTOME
1192	PI Metabolism	REACTOME
1193	PI-3K cascade:FGFR1	REACTOME
1194	PI-3K cascade:FGFR2	REACTOME
1195	PI-3K cascade:FGFR3	REACTOME
1196	PI-3K cascade:FGFR4	REACTOME
1197	PI3K Cascade	REACTOME
1198	PI3K events in ERBB2 signaling	REACTOME
1199	PI3K events in ERBB4 signaling	REACTOME
1202	PI3K/AKT Signaling in Cancer	REACTOME
1201	PI3K/AKT activation	REACTOME
1203	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	REACTOME
1205	PIP3 activates AKT signaling	REACTOME
1206	PIWI-interacting RNA (piRNA) biogenesis	REACTOME
1207	PKA activation	REACTOME
1208	PKA activation in glucagon signalling	REACTOME
1209	PKA-mediated phosphorylation of CREB	REACTOME
1210	PKB-mediated events	REACTOME
1211	PKMTs methylate histone lysines	REACTOME
1222	PLC beta mediated events	REACTOME
1223	PLC-gamma1 signalling	REACTOME
1237	POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation	REACTOME
1239	PPARA activates gene expression	REACTOME
1240	PRC2 methylates histones and DNA	REACTOME
1278	PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases	REACTOME
1141	Packaging Of Telomere Ends	REACTOME
1145	Paradoxical activation of RAF signaling by kinase inactive BRAF	REACTOME
1147	Passive transport by Aquaporins	REACTOME
1150	Pausing and recovery of HIV elongation	REACTOME
1151	Pausing and recovery of Tat-mediated HIV elongation	REACTOME
1163	Peptide chain elongation	REACTOME
1164	Peptide hormone biosynthesis	REACTOME
1165	Peptide hormone metabolism	REACTOME
1166	Peptide ligand-binding receptors	REACTOME
1168	Peroxisomal lipid metabolism	REACTOME
1172	Phase 0 - rapid depolarisation	REACTOME
1173	Phase 1 - Functionalization of compounds	REACTOME
1174	Phase 2 - plateau phase	REACTOME
1175	Phase 4 - resting membrane potential	REACTOME
1176	Phase II conjugation	REACTOME
1177	Phenylalanine and tyrosine catabolism	REACTOME
1183	Phospholipase C-mediated cascade: FGFR1	REACTOME
1180	Phospholipase C-mediated cascade; FGFR2	REACTOME
1181	Phospholipase C-mediated cascade; FGFR3	REACTOME
1182	Phospholipase C-mediated cascade; FGFR4	REACTOME
1186	Phospholipid metabolism	REACTOME
1187	Phosphorylation of CD3 and TCR zeta chains	REACTOME
1188	Phosphorylation of the APC/C	REACTOME
1191	Physiological factors	REACTOME
1204	Pink/Parkin Mediated Mitophagy	REACTOME
1215	Platelet Adhesion to exposed collagen	REACTOME
1216	Platelet Aggregation (Plug Formation)	REACTOME
1214	Platelet activation, signaling and aggregation	REACTOME
1217	Platelet calcium homeostasis	REACTOME
1218	Platelet degranulation	REACTOME
1219	Platelet homeostasis	REACTOME
1220	Platelet sensitization by LDL	REACTOME
1225	Polo-like kinase mediated events	REACTOME
1226	Polymerase switching	REACTOME
1227	Polymerase switching on the C-strand of the telomere	REACTOME
1230	Positive epigenetic regulation of rRNA expression	REACTOME
1231	Post NMDA receptor activation events	REACTOME
1232	Post-chaperonin tubulin folding pathway	REACTOME
1233	Post-translational modification: synthesis of GPI-anchored proteins	REACTOME
1234	Post-translational protein modification	REACTOME
1235	Postsynaptic nicotinic acetylcholine receptors	REACTOME
1236	Potassium Channels	REACTOME
1241	Pre-NOTCH Expression and Processing	REACTOME
1242	Pre-NOTCH Processing in Golgi	REACTOME
1243	Pre-NOTCH Transcription and Translation	REACTOME
1244	Prefoldin mediated transfer of substrate to CCT/TriC	REACTOME
1246	Presynaptic function of Kainate receptors	REACTOME
1247	Presynaptic nicotinic acetylcholine receptors	REACTOME
1248	Presynaptic phase of homologous DNA pairing and strand exchange	REACTOME
1252	Processing and activation of SUMO	REACTOME
1253	Processing of Capped Intron-Containing Pre-mRNA	REACTOME
1254	Processing of Capped Intronless Pre-mRNA	REACTOME
1255	Processing of DNA double-strand break ends	REACTOME
1256	Processing of Intronless Pre-mRNAs	REACTOME
1257	Processive synthesis on the C-strand of the telomere	REACTOME
1258	Processive synthesis on the lagging strand	REACTOME
1260	Programmed Cell Death	REACTOME
1261	Prolactin receptor signaling	REACTOME
1263	Prolonged ERK activation events	REACTOME
1265	Prostacyclin signalling through prostacyclin receptor	REACTOME
1270	Protein folding	REACTOME
1271	Protein methylation	REACTOME
1273	Protein ubiquitination	REACTOME
1275	Protein-protein interactions at synapses	REACTOME
1279	Purine catabolism	REACTOME
1282	Purine metabolism (REACTOME)	REACTOME
1285	Purine ribonucleoside monophosphate biosynthesis	REACTOME
1286	Purine salvage	REACTOME
1287	Pyrimidine catabolism	REACTOME
1292	Pyrimidine metabolism (REACTOME)	REACTOME
1295	Pyruvate metabolism (REACTOME)	REACTOME
1296	Pyruvate metabolism and Citric Acid (TCA) cycle	REACTOME
1297	RA biosynthesis pathway	REACTOME
1298	RAB GEFs exchange GTP for GDP on RABs	REACTOME
1299	RAB geranylgeranylation	REACTOME
1301	RAF activation	REACTOME
1302	RAF-independent MAPK1/3 activation	REACTOME
1303	RAF/MAP kinase cascade	REACTOME
1391	RET signaling	REACTOME
1403	RHO GTPase Effectors	REACTOME
1405	RHO GTPases Activate Formins	REACTOME
1408	RHO GTPases Activate NADPH Oxidases	REACTOME
1411	RHO GTPases Activate ROCKs	REACTOME
1412	RHO GTPases Activate WASPs and WAVEs	REACTOME
1404	RHO GTPases activate CIT	REACTOME
1406	RHO GTPases activate IQGAPs	REACTOME
1407	RHO GTPases activate KTN1	REACTOME
1409	RHO GTPases activate PAKs	REACTOME
1410	RHO GTPases activate PKNs	REACTOME
1418	RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways	REACTOME
1419	RIP-mediated NFkB activation via ZBP1	REACTOME
1420	RIPK1-mediated regulated necrosis	REACTOME
1421	RMTs methylate histone arginines	REACTOME
1423	RNA Pol II CTD phosphorylation and interaction with CE	REACTOME
1424	RNA Pol II CTD phosphorylation and interaction with CE during HIV infection	REACTOME
1426	RNA Polymerase I Chain Elongation	REACTOME
1427	RNA Polymerase I Promoter Clearance	REACTOME
1428	RNA Polymerase I Promoter Escape	REACTOME
1429	RNA Polymerase I Promoter Opening	REACTOME
1430	RNA Polymerase I Transcription	REACTOME
1431	RNA Polymerase I Transcription Initiation	REACTOME
1432	RNA Polymerase I Transcription Termination	REACTOME
1433	RNA Polymerase I, RNA Polymerase III, and Mitochondrial Transcription	REACTOME
1434	RNA Polymerase II HIV Promoter Escape	REACTOME
1435	RNA Polymerase II Pre-transcription Events	REACTOME
1436	RNA Polymerase II Promoter Escape	REACTOME
1438	RNA Polymerase II Transcription	REACTOME
1439	RNA Polymerase II Transcription Elongation	REACTOME
1440	RNA Polymerase II Transcription Initiation	REACTOME
1441	RNA Polymerase II Transcription Initiation And Promoter Clearance	REACTOME
1442	RNA Polymerase II Transcription Pre-Initiation And Promoter Opening	REACTOME
1443	RNA Polymerase II Transcription Termination	REACTOME
1444	RNA Polymerase III Abortive And Retractive Initiation	REACTOME
1445	RNA Polymerase III Chain Elongation	REACTOME
1446	RNA Polymerase III Transcription	REACTOME
1447	RNA Polymerase III Transcription Initiation	REACTOME
1448	RNA Polymerase III Transcription Initiation From Type 1 Promoter	REACTOME
1449	RNA Polymerase III Transcription Initiation From Type 2 Promoter	REACTOME
1450	RNA Polymerase III Transcription Initiation From Type 3 Promoter	REACTOME
1451	RNA Polymerase III Transcription Termination	REACTOME
1437	RNA polymerase II transcribes snRNA genes	REACTOME
1456	RORA activates gene expression	REACTOME
1457	ROS, RNS production in phagocytes	REACTOME
1305	Rap1 signalling	REACTOME
1306	Ras activation uopn Ca2+ infux through NMDA receptor	REACTOME
1309	Reactions specific to the complex N-glycan synthesis pathway	REACTOME
1311	Recognition of DNA damage by PCNA-containing replication complex	REACTOME
1312	Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks	REACTOME
1314	Recruitment of NuMA to mitotic centrosomes	REACTOME
1313	Recruitment of mitotic centrosome proteins and complexes	REACTOME
1315	Recycling of bile acids and salts	REACTOME
1316	Recycling pathway of L1	REACTOME
1317	Reduction of cytosolic Ca++ levels	REACTOME
1319	Regulated Necrosis	REACTOME
1320	Regulated proteolysis of p75NTR	REACTOME
1321	Regulation by c-FLIP	REACTOME
1326	Regulation of APC/C activators between G1/S and early anaphase	REACTOME
1327	Regulation of Apoptosis	REACTOME
1331	Regulation of Complement cascade	REACTOME
1333	Regulation of DNA replication	REACTOME
1334	Regulation of FZD by ubiquitination	REACTOME
1337	Regulation of Glucokinase by Glucokinase Regulatory Protein	REACTOME
1338	Regulation of HSF1-mediated heat shock response	REACTOME
1339	Regulation of Hypoxia-inducible Factor (HIF) by oxygen	REACTOME
1340	Regulation of IFNA signaling	REACTOME
1341	Regulation of IFNG signaling	REACTOME
1344	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	REACTOME
1345	Regulation of KIT signaling	REACTOME
1354	Regulation of PLK1 Activity at G2/M Transition	REACTOME
1357	Regulation of RAS by GAPs	REACTOME
1363	Regulation of TLR by endogenous ligand	REACTOME
1364	Regulation of TNFR1 signaling	REACTOME
1365	Regulation of TP53 Activity	REACTOME
1366	Regulation of TP53 Activity through Acetylation	REACTOME
1367	Regulation of TP53 Activity through Association with Co-factors	REACTOME
1368	Regulation of TP53 Activity through Methylation	REACTOME
1369	Regulation of TP53 Activity through Phosphorylation	REACTOME
1370	Regulation of TP53 Degradation	REACTOME
1371	Regulation of TP53 Expression and Degradation	REACTOME
1323	Regulation of actin dynamics for phagocytic cup formation	REACTOME
1324	Regulation of activated PAK-2p34 by proteasome mediated degradation	REACTOME
1328	Regulation of beta-cell development	REACTOME
1330	Regulation of cholesterol biosynthesis by SREBP (SREBF)	REACTOME
1335	Regulation of gene expression by Hypoxia-inducible Factor	REACTOME
1336	Regulation of gene expression in beta cells	REACTOME
1342	Regulation of innate immune responses to cytosolic DNA	REACTOME
1343	Regulation of insulin secretion	REACTOME
1346	Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)	REACTOME
1349	Regulation of mRNA stability by proteins that bind AU-rich elements	REACTOME
1348	Regulation of mitotic cell cycle	REACTOME
1350	Regulation of necroptotic cell death	REACTOME
1352	Regulation of ornithine decarboxylase (ODC)	REACTOME
1355	Regulation of pyruvate dehydrogenase (PDH) complex	REACTOME
1360	Regulation of signaling by CBL	REACTOME
1361	Regulation of signaling by NODAL	REACTOME
1373	Removal of licensing factors from origins	REACTOME
1374	Removal of the Flap Intermediate	REACTOME
1375	Removal of the Flap Intermediate from the C-strand	REACTOME
1379	Repression of WNT target genes	REACTOME
1380	Reproduction	REACTOME
1382	Resolution of AP sites via the multiple-nucleotide patch replacement pathway	REACTOME
1381	Resolution of Abasic Sites (AP sites)	REACTOME
1383	Resolution of D-Loop Structures	REACTOME
1384	Resolution of D-loop Structures through Holliday Junction Intermediates	REACTOME
1385	Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)	REACTOME
1386	Resolution of Sister Chromatid Cohesion	REACTOME
1387	Respiratory electron transport	REACTOME
1388	Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.	REACTOME
1389	Response to elevated platelet cytosolic Ca2+	REACTOME
1390	Response to metal ions	REACTOME
1393	Retinoid metabolism and transport	REACTOME
1397	Retrograde neurotrophin signalling	REACTOME
1398	Retrograde transport at the Trans-Golgi-Network	REACTOME
1399	Rev-mediated nuclear export of HIV RNA	REACTOME
1400	Reversible hydration of carbon dioxide	REACTOME
1402	Rho GTPase cycle	REACTOME
1414	Ribosomal scanning and start codon recognition	REACTOME
1454	Role of LAT2/NTAL/LAB on calcium mobilization	REACTOME
1455	Role of phospholipids in phagocytosis	REACTOME
1462	S Phase	REACTOME
1467	S33 mutants of beta-catenin aren't phosphorylated	REACTOME
1468	S37 mutants of beta-catenin aren't phosphorylated	REACTOME
1469	S45 mutants of beta-catenin aren't phosphorylated	REACTOME
1471	SALM protein interactions at the synapses	REACTOME
1477	SCF(Skp2)-mediated degradation of p27/p21	REACTOME
1476	SCF-beta-TrCP mediated degradation of Emi1	REACTOME
1482	SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion	REACTOME
1492	SHC-mediated cascade:FGFR1	REACTOME
1493	SHC-mediated cascade:FGFR2	REACTOME
1494	SHC-mediated cascade:FGFR3	REACTOME
1495	SHC-mediated cascade:FGFR4	REACTOME
1496	SHC1 events in EGFR signaling	REACTOME
1497	SHC1 events in ERBB2 signaling	REACTOME
1498	SHC1 events in ERBB4 signaling	REACTOME
1583	SIRT1 negatively regulates rRNA Expression	REACTOME
1584	SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs	REACTOME
1585	SLBP independent Processing of Histone Pre-mRNAs	REACTOME
1586	SLC-mediated transmembrane transport	REACTOME
1587	SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	REACTOME
1593	SOS-mediated signalling	REACTOME
1602	SRP-dependent cotranslational protein targeting to membrane	REACTOME
1611	STING mediated induction of host immune responses	REACTOME
1614	SUMO E3 ligases SUMOylate target proteins	REACTOME
1615	SUMOylation	REACTOME
1617	SUMOylation of DNA damage response and repair proteins	REACTOME
1618	SUMOylation of DNA replication proteins	REACTOME
1619	SUMOylation of RNA binding proteins	REACTOME
1620	SUMOylation of transcription factors	REACTOME
1474	Scavenging by Class A Receptors	REACTOME
1475	Scavenging of heme from plasma	REACTOME
1486	SeMet incorporation into proteins	REACTOME
1478	Selenoamino acid metabolism	REACTOME
1480	Selenocysteine synthesis	REACTOME
1481	Sema3A PAK dependent Axon repulsion	REACTOME
1483	Sema4D in semaphorin signaling	REACTOME
1484	Sema4D induced cell migration and growth-cone collapse	REACTOME
1485	Semaphorin interactions	REACTOME
1487	Senescence-Associated Secretory Phenotype (SASP)	REACTOME
1488	Separation of Sister Chromatids	REACTOME
1490	Serotonin Neurotransmitter Release Cycle	REACTOME
1491	Serotonin receptors	REACTOME
1500	Sialic acid metabolism	REACTOME
1504	Signal Transduction	REACTOME
1501	Signal amplification	REACTOME
1502	Signal attenuation	REACTOME
1503	Signal regulatory protein (SIRP) family interactions	REACTOME
1505	Signal transduction by L1	REACTOME
1508	Signaling by Activin	REACTOME
1509	Signaling by BMP	REACTOME
1510	Signaling by BRAF and RAF fusions	REACTOME
1512	Signaling by EGFR	REACTOME
1513	Signaling by EGFR in Cancer	REACTOME
1514	Signaling by EGFRvIII in Cancer	REACTOME
1515	Signaling by ERBB2	REACTOME
1516	Signaling by ERBB4	REACTOME
1517	Signaling by FGFR	REACTOME
1518	Signaling by FGFR in disease	REACTOME
1519	Signaling by FGFR1	REACTOME
1520	Signaling by FGFR1 in disease	REACTOME
1521	Signaling by FGFR2	REACTOME
1522	Signaling by FGFR2 IIIa TM	REACTOME
1523	Signaling by FGFR2 in disease	REACTOME
1524	Signaling by FGFR3	REACTOME
1525	Signaling by FGFR3 fusions in cancer	REACTOME
1526	Signaling by FGFR3 in disease	REACTOME
1527	Signaling by FGFR3 point mutants in cancer	REACTOME
1528	Signaling by FGFR4	REACTOME
1529	Signaling by FGFR4 in disease	REACTOME
1530	Signaling by GPCR	REACTOME
1531	Signaling by Hedgehog	REACTOME
1533	Signaling by Hippo	REACTOME
1534	Signaling by Insulin receptor	REACTOME
1535	Signaling by Interleukins	REACTOME
1536	Signaling by Leptin	REACTOME
1537	Signaling by Ligand-Responsive EGFR Variants in Cancer	REACTOME
1538	Signaling by MET	REACTOME
1540	Signaling by NODAL	REACTOME
1541	Signaling by NOTCH	REACTOME
1542	Signaling by NOTCH1	REACTOME
1543	Signaling by NOTCH1 HD Domain Mutants in Cancer	REACTOME
1544	Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer	REACTOME
1546	Signaling by NOTCH1 PEST Domain Mutants in Cancer	REACTOME
1545	Signaling by NOTCH1 in Cancer	REACTOME
1547	Signaling by NOTCH2	REACTOME
1548	Signaling by NOTCH3	REACTOME
1549	Signaling by NOTCH4	REACTOME
1550	Signaling by PDGF	REACTOME
1551	Signaling by PTK6	REACTOME
1552	Signaling by RAS mutants	REACTOME
1553	Signaling by Retinoic Acid	REACTOME
1554	Signaling by Rho GTPases	REACTOME
1555	Signaling by Robo receptor	REACTOME
1556	Signaling by SCF-KIT	REACTOME
1557	Signaling by TGF-beta Receptor Complex	REACTOME
1559	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	REACTOME
1560	Signaling by VEGF	REACTOME
1562	Signaling by WNT in cancer	REACTOME
1561	Signaling by Wnt	REACTOME
1506	Signaling by activated point mutants of FGFR1	REACTOME
1507	Signaling by activated point mutants of FGFR3	REACTOME
1511	Signaling by cytosolic FGFR1 fusion mutants	REACTOME
1532	Signaling by high-kinase activity BRAF mutants	REACTOME
1539	Signaling by moderate kinase activity BRAF mutants	REACTOME
1558	Signaling by the B Cell Receptor (BCR)	REACTOME
1577	Signalling by NGF	REACTOME
1578	Signalling to ERKs	REACTOME
1580	Signalling to RAS	REACTOME
1579	Signalling to p38 via RIT and RIN	REACTOME
1589	Smooth Muscle Contraction	REACTOME
1592	Sodium/Calcium exchangers	REACTOME
1594	Sphingolipid de novo biosynthesis	REACTOME
1596	Sphingolipid metabolism (REACTOME)	REACTOME
1601	Spry regulation of FGF signaling	REACTOME
1604	Stabilization of p53	REACTOME
1610	Stimuli-sensing channels	REACTOME
1612	Striated Muscle Contraction	REACTOME
1613	Sulfur amino acid metabolism	REACTOME
1634	Surfactant metabolism	REACTOME
1635	Switching of origins to a post-replicative state	REACTOME
1637	Syndecan interactions	REACTOME
1644	Synthesis And Processing Of GAG, GAGPOL Polyproteins	REACTOME
1643	Synthesis and interconversion of nucleotide di- and triphosphates	REACTOME
1650	Synthesis of DNA	REACTOME
1652	Synthesis of IP2, IP, and Ins in the cytosol	REACTOME
1653	Synthesis of IP3 and IP4 in the cytosol	REACTOME
1654	Synthesis of Leukotrienes (LT) and Eoxins (EX)	REACTOME
1655	Synthesis of PA	REACTOME
1656	Synthesis of PC	REACTOME
1657	Synthesis of PE	REACTOME
1659	Synthesis of PIPs at the Golgi membrane	REACTOME
1658	Synthesis of PIPs at the early endosome membrane	REACTOME
1660	Synthesis of PIPs at the plasma membrane	REACTOME
1661	Synthesis of Prostaglandins (PG) and Thromboxanes (TX)	REACTOME
1645	Synthesis of active ubiquitin: roles of E1 and E2 enzymes	REACTOME
1646	Synthesis of bile acids and bile salts	REACTOME
1647	Synthesis of bile acids and bile salts via 24-hydroxycholesterol	REACTOME
1648	Synthesis of bile acids and bile salts via 27-hydroxycholesterol	REACTOME
1649	Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol	REACTOME
1651	Synthesis of glycosylphosphatidylinositol (GPI)	REACTOME
1662	Synthesis of substrates in N-glycan biosythesis	REACTOME
1663	Synthesis of very long-chain fatty acyl-CoAs	REACTOME
1664	Synthesis, secretion, and deacylation of Ghrelin	REACTOME
1665	Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)	REACTOME
1666	Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)	REACTOME
1669	T41 mutants of beta-catenin aren't phosphorylated	REACTOME
1670	TAK1 activates NFkB by phosphorylation and activation of IKKs complex	REACTOME
1676	TBC/RABGAPs	REACTOME
1678	TCF dependent signaling in response to WNT	REACTOME
1679	TCR signaling	REACTOME
1688	TFAP2 (AP-2) family regulates transcription of growth factors and their receptors	REACTOME
1690	TGF-beta receptor signaling activates SMADs	REACTOME
1691	TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)	REACTOME
1714	TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway	REACTOME
1715	TNF signaling	REACTOME
1717	TNFR1-induced NFkappaB signaling pathway	REACTOME
1718	TNFR1-induced proapoptotic signaling	REACTOME
1719	TNFR2 non-canonical NF-kB pathway	REACTOME
1720	TNFs bind their physiological receptors	REACTOME
1733	TP53 Regulates Metabolic Genes	REACTOME
1735	TP53 Regulates Transcription of Caspase Activators and Caspases	REACTOME
1736	TP53 Regulates Transcription of Cell Cycle Genes	REACTOME
1737	TP53 Regulates Transcription of Cell Death Genes	REACTOME
1739	TP53 Regulates Transcription of DNA Repair Genes	REACTOME
1738	TP53 Regulates Transcription of Death Receptors and Ligands	REACTOME
1740	TP53 Regulates Transcription of Genes Involved in Cytochrome C Release	REACTOME
1741	TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest	REACTOME
1742	TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest	REACTOME
1734	TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain	REACTOME
1743	TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain	REACTOME
1744	TRAF3-dependent IRF activation pathway	REACTOME
1747	TRAF6 mediated IRF7 activation	REACTOME
1748	TRAF6 mediated NF-kB activation	REACTOME
1745	TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	REACTOME
1746	TRAF6 mediated induction of TAK1 complex	REACTOME
1792	TRIF-mediated TLR3/TLR4 signaling	REACTOME
1791	TRIF-mediated programmed cell death	REACTOME
1801	TRP channels	REACTOME
