setID	setName	setSource	setID.orig	setSizeOrg	setID.new
955	Fertilization	REACTOME	543	26	955
956	Folding of actin by CCT/TriC	REACTOME	561	10	956
957	Formation of Fibrin Clot (Clotting Cascade)	REACTOME	563	37	957
958	Formation of HIV elongation complex in the absence of HIV Tat	REACTOME	564	44	958
959	Formation of HIV-1 elongation complex containing HIV-1 Tat	REACTOME	565	42	958
960	Formation of Incision Complex in GG-NER	REACTOME	566	41	960
961	Formation of RNA Pol II elongation complex	REACTOME	567	57	961
962	Formation of Senescence-Associated Heterochromatin Foci (SAHF)	REACTOME	568	16	962
963	Formation of TC-NER Pre-Incision Complex	REACTOME	569	53	963
964	Formation of a pool of free 40S subunits	REACTOME	562	96	964
965	Formation of the Early Elongation Complex	REACTOME	572	35	965
966	Formation of the HIV-1 Early Elongation Complex	REACTOME	573	35	965
967	Formation of the beta-catenin:TCF transactivating complex	REACTOME	570	90	967
968	Formation of the cornified envelope	REACTOME	571	71	968
969	Formation of the ternary complex, and subsequently, the 43S complex	REACTOME	574	48	969
970	Formation of tubulin folding intermediates by CCT/TriC	REACTOME	575	25	970
971	Frs2-mediated activation	REACTOME	585	237	1656
972	G alpha (12/13) signalling events	REACTOME	587	83	972
973	G alpha (i) signalling events	REACTOME	588	234	973
974	G alpha (q) signalling events	REACTOME	589	183	974
975	G alpha (s) signalling events	REACTOME	590	139	975
976	G alpha (z) signalling events	REACTOME	591	48	976
977	G beta:gamma signalling through PI3Kgamma	REACTOME	592	45	977
978	G beta:gamma signalling through PLC beta	REACTOME	593	20	1397
979	G protein gated Potassium channels	REACTOME	594	25	623
980	G-protein activation	REACTOME	595	29	980
981	G-protein beta:gamma signalling	REACTOME	596	48	981
982	G-protein mediated events	REACTOME	597	47	982
983	G0 and Early G1	REACTOME	598	25	983
984	G1 Phase	REACTOME	599	38	802
985	G1/S DNA Damage Checkpoints	REACTOME	600	63	985
986	G1/S Transition	REACTOME	601	113	986
987	G1/S-Specific Transcription	REACTOME	602	17	987
988	G2/M Checkpoints	REACTOME	603	161	988
989	G2/M DNA damage checkpoint	REACTOME	604	90	989
990	G2/M Transition	REACTOME	605	174	1229
991	GAB1 signalosome	REACTOME	606	126	1548
992	GABA A receptor activation	REACTOME	607	10	992
993	GABA B receptor activation	REACTOME	608	40	624
994	GABA receptor activation	REACTOME	609	52	994
995	GABA synthesis, release, reuptake and degradation	REACTOME	610	19	995
996	GLI3 is processed to GLI3R by the proteasome	REACTOME	629	58	849
997	GPCR downstream signaling	REACTOME	681	932	997
998	GPCR ligand binding	REACTOME	682	422	998
999	GPVI-mediated activation cascade	REACTOME	683	50	999
1000	GRB2 events in EGFR signaling	REACTOME	685	232	1656
1001	GRB2 events in ERBB2 signaling	REACTOME	686	16	1001
1002	GRB2:SOS provides linkage to MAPK signaling for Integrins	REACTOME	687	15	1002
1003	GTP hydrolysis and joining of the 60S ribosomal subunit	REACTOME	689	106	1003
1004	Gamma carboxylation, hypusine formation and arylsulfatase activation	REACTOME	613	33	1004
1005	Gamma-carboxylation, transport, and amino-terminal cleavage of proteins	REACTOME	614	10	1005
1006	Gap junction assembly	REACTOME	617	18	1006
1007	Gap junction degradation	REACTOME	618	10	1007
1008	Gap junction trafficking	REACTOME	619	27	1008
1009	Gap junction trafficking and regulation	REACTOME	620	29	1009
1010	Gap-filling DNA repair synthesis and ligation in GG-NER	REACTOME	621	25	1010
1011	Gap-filling DNA repair synthesis and ligation in TC-NER	REACTOME	622	64	1011
1012	Gastrin-CREB signalling pathway via PKC and MAPK	REACTOME	624	420	1012
1014	Gene Silencing by RNA	REACTOME	626	135	1014
1015	Generation of second messenger molecules	REACTOME	627	28	1015
1016	Generic Transcription Pathway	REACTOME	628	812	1016
1017	Global Genome Nucleotide Excision Repair (GG-NER)	REACTOME	631	82	1017
1018	Glucagon signaling in metabolic regulation	REACTOME	632	33	1018
1019	Glucagon-like Peptide-1 (GLP1) regulates insulin secretion	REACTOME	634	42	1019
1020	Glucagon-type ligand receptors	REACTOME	635	30	1020
1021	Gluconeogenesis	REACTOME	638	30	1021
1022	Glucose metabolism	REACTOME	640	76	1022
1023	Glucose transport	REACTOME	641	45	1023
1024	Glucuronidation	REACTOME	643	24	1024
1025	Glutamate Binding, Activation of AMPA Receptors and Synaptic Plasticity	REACTOME	644	29	1025
1026	Glutamate Neurotransmitter Release Cycle	REACTOME	645	23	1026
1027	Glutathione conjugation	REACTOME	647	38	1027
1028	Glutathione synthesis and recycling	REACTOME	649	14	1028
1029	Glycerophospholipid biosynthesis	REACTOME	652	119	1029
1030	Glycogen breakdown (glycogenolysis)	REACTOME	655	14	1030
1031	Glycogen synthesis	REACTOME	656	14	1031
1032	Glycolysis	REACTOME	658	30	1032
1033	Glycoprotein hormones	REACTOME	662	11	1033
1034	Glycosaminoglycan metabolism	REACTOME	668	116	1034
1035	Glycosphingolipid metabolism	REACTOME	672	38	1035
1036	Glyoxylate metabolism and glycine degradation	REACTOME	675	24	1036
1037	Golgi Associated Vesicle Biogenesis	REACTOME	678	52	1037
1038	Golgi Cisternae Pericentriolar Stack Reorganization	REACTOME	679	14	1038
1039	Golgi-to-ER retrograde transport	REACTOME	680	108	1039
1040	Growth hormone receptor signaling	REACTOME	688	25	1040
1041	HATs acetylate histones	REACTOME	694	134	1041
1042	HDACs deacetylate histones	REACTOME	695	91	1042
1043	HDL-mediated lipid transport	REACTOME	696	20	1043
1044	HDMs demethylate histones	REACTOME	697	45	1044
1045	HDR through Homologous Recombination (HR) or Single Strand Annealing (SSA)	REACTOME	698	127	1070
1046	HDR through Homologous Recombination (HRR)	REACTOME	699	67	1046
1047	HDR through MMEJ (alt-NHEJ)	REACTOME	700	10	1047
1048	HDR through Single Strand Annealing (SSA)	REACTOME	701	37	1048
1049	HIV Infection	REACTOME	733	218	1049
1050	HIV Life Cycle	REACTOME	734	140	1050
1051	HIV Transcription Elongation	REACTOME	735	42	958
1052	HIV Transcription Initiation	REACTOME	736	44	1052
1053	HIV elongation arrest and recovery	REACTOME	732	32	1053
1054	HS-GAG biosynthesis	REACTOME	745	28	1054
1055	HS-GAG degradation	REACTOME	746	18	1055
1056	HSF1 activation	REACTOME	747	11	1056
1057	HSF1-dependent transactivation	REACTOME	748	23	1057
1058	Hedgehog 'off' state	REACTOME	702	97	1058
1059	Hedgehog 'on' state	REACTOME	703	82	1059
1060	Hedgehog ligand biogenesis	REACTOME	704	63	1060
1061	Heme biosynthesis	REACTOME	708	10	1061
1062	Hemostasis	REACTOME	709	596	1062
1063	Heparan sulfate/heparin (HS-GAG) metabolism	REACTOME	712	49	1063
1064	Hexose transport	REACTOME	721	53	1064
1065	Hh mutants abrogate ligand secretion	REACTOME	722	56	1065
1066	Hh mutants that don't undergo autocatalytic processing are degraded by ERAD	REACTOME	723	54	1065
1067	Highly calcium permeable postsynaptic nicotinic acetylcholine receptors	REACTOME	727	11	1067
1068	Histidine, lysine, phenylalanine, tyrosine, proline and tryptophan catabolism	REACTOME	731	41	1068
1069	Homologous DNA Pairing and Strand Exchange	REACTOME	738	42	1069
1070	Homology Directed Repair	REACTOME	740	133	1070
1071	Hormone ligand-binding receptors	REACTOME	741	11	1071
1072	Hormone-sensitive lipase (HSL)-mediated triacylglycerol hydrolysis	REACTOME	742	20	1072
1073	Host Interactions of HIV factors	REACTOME	743	124	1073
1074	Host Interactions with Influenza Factors	REACTOME	744	40	1074
1075	Hyaluronan metabolism	REACTOME	758	16	1075
1076	Hyaluronan uptake and degradation	REACTOME	759	12	1076
1077	IGF1R signaling cascade	REACTOME	764	283	1645
1078	IKK complex recruitment mediated by RIP1	REACTOME	765	23	1078
1079	IL-6-type cytokine receptor ligand interactions	REACTOME	767	20	1079
1080	IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation	REACTOME	845	15	1080
1081	IRAK4 deficiency (TLR2/4)	REACTOME	846	10	1081
1082	IRE1alpha activates chaperones	REACTOME	847	52	1082
1083	IRF3-mediated induction of type I IFN	REACTOME	848	12	1083
1084	IRS-mediated signalling	REACTOME	850	280	1645
1085	IRS-related events triggered by IGF1R	REACTOME	851	283	1645
1086	ISG15 antiviral mechanism	REACTOME	852	75	667
1088	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	REACTOME	779	112	1088
1089	Import of palmitoyl-CoA into the mitochondrial matrix	REACTOME	780	10	1089
1090	Inactivation of APC/C via direct inhibition of the APC/C complex	REACTOME	781	20	1233
1091	Inactivation, recovery and regulation of the phototransduction cascade	REACTOME	782	33	1739
1092	Incretin synthesis, secretion, and inactivation	REACTOME	783	22	1092
1093	Infectious disease	REACTOME	784	361	1093
1094	Inflammasomes	REACTOME	785	17	1094
1095	Influenza Infection	REACTOME	789	147	1095
1096	Influenza Life Cycle	REACTOME	790	137	1096
1097	Influenza Viral RNA Transcription and Replication	REACTOME	791	128	1097
1098	Inhibition of adenylate cyclase pathway	REACTOME	793	15	650
1099	Inhibition of replication initiation of damaged DNA by RB1/E2F1	REACTOME	794	11	1099
1100	Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components	REACTOME	795	20	1233
1101	Inhibition of voltage gated Ca2+ channels via Gbeta/gamma subunits	REACTOME	796	25	623
1102	Initial triggering of complement	REACTOME	797	21	1102
1103	Initiation of Nuclear Envelope Reformation	REACTOME	798	12	1103
1104	InlB-mediated entry of Listeria monocytogenes into host cell	REACTOME	799	14	1104
1106	Inositol phosphate metabolism (REACTOME)	REACTOME	802	44	1106
1107	Insulin processing	REACTOME	805	25	1107
1108	Insulin receptor recycling	REACTOME	806	26	1108
1109	Insulin receptor signalling cascade	REACTOME	807	283	1645
1110	Integration of energy metabolism	REACTOME	812	107	1110
1111	Integrin alphaIIb beta3 signaling	REACTOME	813	27	1111
1112	Integrin cell surface interactions	REACTOME	814	66	1112
1113	Interaction With The Zona Pellucida	REACTOME	817	10	1113
1114	Interaction between L1 and Ankyrins	REACTOME	816	28	1114
1115	Interactions of Rev with host cellular proteins	REACTOME	819	35	1115
1116	Interactions of Vpr with host cellular proteins	REACTOME	820	33	1116
1117	Interactions of neurexins and neuroligins at synapses	REACTOME	818	52	1117
1118	Interferon Signaling	REACTOME	823	196	1118
1119	Interferon alpha/beta signaling	REACTOME	821	68	1119
1120	Interferon gamma signaling	REACTOME	822	90	1120
1121	Interleukin receptor SHC signaling	REACTOME	824	242	1656
1122	Interleukin-1 signaling	REACTOME	825	41	1122
1123	Interleukin-10 signaling	REACTOME	826	46	1123
1124	Interleukin-2 signaling	REACTOME	827	249	1656
1125	Interleukin-3, 5 and GM-CSF signaling	REACTOME	828	258	1125
1126	Interleukin-4 and 13 signaling	REACTOME	829	104	1126
1127	Interleukin-6 family signaling	REACTOME	830	27	1127
1128	Interleukin-6 signaling	REACTOME	831	11	1128
1129	Interleukin-7 signaling	REACTOME	832	27	1129
1130	Intra-Golgi and retrograde Golgi-to-ER traffic	REACTOME	835	172	1130
1131	Intra-Golgi traffic	REACTOME	836	43	1131
1132	Intraflagellar transport	REACTOME	837	40	1132
1133	Intrinsic Pathway for Apoptosis	REACTOME	838	43	1133
1134	Intrinsic Pathway of Fibrin Clot Formation	REACTOME	839	20	1134
1135	Inwardly rectifying K+ channels	REACTOME	840	31	1135
1136	Ion channel transport	REACTOME	841	190	1136
1137	Ion homeostasis	REACTOME	842	53	1137
1138	Ion transport by P-type ATPases	REACTOME	843	53	1138
1139	Ionotropic activity of Kainate Receptors	REACTOME	844	11	621
1140	Iron uptake and transport	REACTOME	849	42	1140
1141	JNK (c-Jun kinases) phosphorylation and activation mediated by activated human TAK1	REACTOME	856	15	1141
1142	Josephin domain DUBs	REACTOME	858	10	1142
1143	KSRP (KHSRP) binds and destabilizes mRNA	REACTOME	865	18	1143
1144	Keratan sulfate biosynthesis	REACTOME	860	27	1144
1145	Keratan sulfate degradation	REACTOME	861	12	1145
1146	Keratan sulfate/keratin metabolism	REACTOME	862	32	1146
1147	Keratinization	REACTOME	863	212	1147
1148	Kinesins	REACTOME	864	41	1148
1149	L13a-mediated translational silencing of Ceruloplasmin expression	REACTOME	866	105	1003
1150	L1CAM interactions	REACTOME	867	91	1150
1151	LDL-mediated lipid transport	REACTOME	871	23	1151
1152	LGI-ADAM interactions	REACTOME	878	15	1152
1153	Lagging Strand Synthesis	REACTOME	868	19	1153
1154	Laminin interactions	REACTOME	869	25	1154
1155	Late Phase of HIV Life Cycle	REACTOME	870	127	1155
1156	Leading Strand Synthesis	REACTOME	872	13	1156
1157	Ligand-dependent caspase activation	REACTOME	879	17	1157
1158	Ligand-gated ion channel transport	REACTOME	880	20	1158
1159	Ligand-independent caspase activation via DCC	REACTOME	881	10	1159
1160	Lipid digestion, mobilization, and transport	REACTOME	883	111	1160
1161	Lipoprotein metabolism	REACTOME	884	70	1161
1162	Listeria monocytogenes entry into host cells	REACTOME	886	19	1162
1163	Loss of Nlp from mitotic centrosomes	REACTOME	892	67	605
1164	Loss of proteins required for interphase microtubule organization from the centrosome	REACTOME	893	67	605
1165	Lysine catabolism	REACTOME	896	12	1165
1166	Lysosome Vesicle Biogenesis	REACTOME	900	34	1166
1167	M Phase	REACTOME	901	290	1167
1168	M/G1 Transition	REACTOME	902	81	823
1169	MAP kinase activation in TLR cascade	REACTOME	907	58	1169
1170	MAP2K and MAPK activation	REACTOME	908	36	1170
1171	MAP3K8 (TPL2)-dependent MAPK1/3 activation	REACTOME	909	15	1171
1172	MAPK family signaling cascades	REACTOME	910	276	1172
1173	MAPK targets/ Nuclear events mediated by MAP kinases	REACTOME	912	29	1173
1174	MAPK1/MAPK3 signaling	REACTOME	913	238	1656
1175	MAPK3 (ERK1) activation	REACTOME	914	10	1175
1176	MAPK6/MAPK4 signaling	REACTOME	915	86	1176
1177	MASTL Facilitates Mitotic Progression	REACTOME	916	10	1177
1178	MET activates PTK2 signaling	REACTOME	927	20	1178
1179	MET activates RAP1 and RAC1	REACTOME	928	11	1179
1180	MET activates RAS signaling	REACTOME	929	11	1180
1181	MET promotes cell motility	REACTOME	930	31	1181
1182	MET receptor recycling	REACTOME	931	10	1182
1183	MHC class II antigen presentation	REACTOME	957	99	1183
1184	Macroautophagy	REACTOME	903	62	1184
1185	Major pathway of rRNA processing in the nucleolus and cytosol	REACTOME	904	159	1185
1186	Meiosis	REACTOME	919	117	1186
1187	Meiotic recombination	REACTOME	920	86	1187
1188	Meiotic synapsis	REACTOME	921	76	1188
1189	Membrane Trafficking	REACTOME	926	581	1189
1190	Membrane binding and targetting of GAG proteins	REACTOME	925	11	1190
1192	Metabolism of Angiotensinogen to Angiotensins	REACTOME	935	15	1192
1193	Metabolism of amino acids and derivatives	REACTOME	934	329	1193
1194	Metabolism of carbohydrates	REACTOME	936	278	1194
1195	Metabolism of fat-soluble vitamins	REACTOME	937	49	1195
1196	Metabolism of folate and pterines	REACTOME	938	16	1196
1197	Metabolism of lipids and lipoproteins	REACTOME	939	758	1197
1198	Metabolism of nitric oxide	REACTOME	940	22	1838
1199	Metabolism of non-coding RNA	REACTOME	941	51	1199
1200	Metabolism of nucleotides	REACTOME	942	92	1200
1201	Metabolism of polyamines	REACTOME	943	79	1201
1202	Metabolism of porphyrins	REACTOME	944	16	1202
1204	Metabolism of steroid hormones	REACTOME	946	30	1204
1205	Metabolism of vitamins and cofactors	REACTOME	947	164	1205
1206	Metabolism of water-soluble vitamins and cofactors	REACTOME	948	116	1206
1207	Metal ion SLC transporters	REACTOME	950	24	1207
1208	Metalloprotease DUBs	REACTOME	951	34	1208
1209	Metallothioneins bind metals	REACTOME	952	11	1209
1210	Methylation	REACTOME	955	15	1210
1211	MicroRNA (miRNA) biogenesis	REACTOME	958	25	1211
1212	Miscellaneous substrates	REACTOME	961	12	1212
1213	Miscellaneous transport and binding events	REACTOME	962	17	1213
1214	Mismatch Repair	REACTOME	964	15	1214
1215	Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)	REACTOME	965	14	1215
1216	Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)	REACTOME	966	14	1216
1217	Misspliced GSK3beta mutants stabilize beta-catenin	REACTOME	967	14	1217
1218	Mitochondrial Fatty Acid Beta-Oxidation	REACTOME	969	21	1218
1219	Mitochondrial biogenesis	REACTOME	968	48	1219
1220	Mitochondrial protein import	REACTOME	970	52	1220
1221	Mitochondrial tRNA aminoacylation	REACTOME	975	21	1221
1222	Mitochondrial translation	REACTOME	971	92	1222
1223	Mitochondrial translation elongation	REACTOME	972	86	1223
1224	Mitochondrial translation initiation	REACTOME	973	85	1223
1225	Mitochondrial translation termination	REACTOME	974	85	1223
1226	Mitophagy	REACTOME	976	19	1226
1227	Mitotic Anaphase	REACTOME	978	165	1230
1228	Mitotic G1-G1/S phases	REACTOME	979	137	1228
1229	Mitotic G2-G2/M phases	REACTOME	980	176	1229
1230	Mitotic Metaphase and Anaphase	REACTOME	981	166	1230
1231	Mitotic Prometaphase	REACTOME	982	101	1231
1232	Mitotic Prophase	REACTOME	983	136	1232
1233	Mitotic Spindle Checkpoint	REACTOME	984	21	1233
1234	Mitotic Telophase/Cytokinesis	REACTOME	985	12	1234
1235	Molecules associated with elastic fibres	REACTOME	986	30	1235
1236	Muscle contraction	REACTOME	1005	194	1236
1237	MyD88 cascade initiated on plasma membrane	REACTOME	1006	78	1237
1238	MyD88 deficiency (TLR2/4)	REACTOME	1007	10	1081
1239	MyD88 dependent cascade initiated on endosome	REACTOME	1008	85	1753
1240	MyD88-independent TLR3/TLR4 cascade	REACTOME	1009	93	1240
1241	MyD88:Mal cascade initiated on plasma membrane	REACTOME	1010	87	1241
1242	Myogenesis	REACTOME	1011	29	714
1243	N-Glycan antennae elongation	REACTOME	1013	15	1243
1244	N-glycan antennae elongation in the medial/trans-Golgi	REACTOME	1014	26	1244
1245	N-glycan trimming in the ER and Calnexin/Calreticulin cycle	REACTOME	1018	35	1245
1246	NCAM signaling for neurite out-growth	REACTOME	1022	262	1246
1247	NCAM1 interactions	REACTOME	1023	36	1247
1248	NEP/NS2 Interacts with the Cellular Export Machinery	REACTOME	1038	30	922
1249	NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	REACTOME	1053	12	1249
1250	NF-kB is activated and signals survival	REACTOME	1054	12	1250
1251	NGF signalling via TRKA from the plasma membrane	REACTOME	1055	370	1251
1252	NIK-->noncanonical NF-kB signaling	REACTOME	1060	56	831
1253	NOD1/2 Signaling Pathway	REACTOME	1064	28	1253
1254	NOTCH1 Intracellular Domain Regulates Transcription	REACTOME	1081	44	1254
1255	NOTCH2 Activation and Transmission of Signal to the Nucleus	REACTOME	1082	21	1255
1256	NOTCH2 intracellular domain regulates transcription	REACTOME	1083	12	1256
1257	NRAGE signals death through JNK	REACTOME	1084	54	1257
1258	NRIF signals cell death from the nucleus	REACTOME	1085	15	1258
1259	NS1 Mediated Effects on Host Pathways	REACTOME	1086	39	1074
1260	Na+/Cl- dependent neurotransmitter transporters	REACTOME	1019	18	1260
1261	Nef Mediated CD4 Down-regulation	REACTOME	1025	10	1261
1262	Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters	REACTOME	1026	21	1262
1263	Negative epigenetic regulation of rRNA expression	REACTOME	1027	108	1263
1264	Negative regulation of FGFR1 signaling	REACTOME	1029	32	1264
1265	Negative regulation of FGFR2 signaling	REACTOME	1030	33	1265
1266	Negative regulation of FGFR3 signaling	REACTOME	1031	28	1266
1267	Negative regulation of FGFR4 signaling	REACTOME	1032	30	1267
1268	Negative regulation of MAPK pathway	REACTOME	1033	38	1268
1269	Negative regulation of MET activity	REACTOME	1034	20	1269
1270	Negative regulation of TCF-dependent signaling by WNT ligand antagonists	REACTOME	1035	15	1270
1271	Negative regulation of activity of TFAP2 (AP-2) family transcription factors	REACTOME	1028	10	1271
1272	Negative regulation of the PI3K/AKT network	REACTOME	1036	93	1272
1273	Negative regulators of RIG-I/MDA5 signaling	REACTOME	1037	35	1273
1274	Nephrin interactions	REACTOME	1039	19	1274
1275	Netrin mediated repulsion signals	REACTOME	1041	10	1275
1276	Netrin-1 signaling	REACTOME	1042	40	1276
1277	Neurodegenerative Diseases	REACTOME	1044	22	855
1278	Neuronal System	REACTOME	1045	328	1278
1279	Neurotoxicity of clostridium toxins	REACTOME	1046	10	1279
1280	Neurotransmitter Receptor Binding And Downstream Transmission In The Postsynaptic Cell	REACTOME	1047	135	1280
1281	Neurotransmitter Release Cycle	REACTOME	1048	46	1281
1282	Neutrophil degranulation	REACTOME	1051	455	1282
1283	Nicotinamide salvaging	REACTOME	1056	15	1283
1284	Nicotinate metabolism	REACTOME	1058	26	1284
1285	Nitric oxide stimulates guanylate cyclase	REACTOME	1061	22	1285
1286	NoRC negatively regulates rRNA expression	REACTOME	1075	106	1263
1287	Non-integrin membrane-ECM interactions	REACTOME	1067	43	1287
1288	Nonhomologous End-Joining (NHEJ)	REACTOME	1071	63	1288
1289	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	REACTOME	1072	108	1289
1290	Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	REACTOME	1073	89	1290
1291	Nonsense-Mediated Decay (NMD)	REACTOME	1074	108	1289
1292	Norepinephrine Neurotransmitter Release Cycle	REACTOME	1076	16	1292
1293	Notch-HLH transcription pathway	REACTOME	1079	12	1293
1294	Nuclear Envelope Breakdown	REACTOME	1087	50	1294
1295	Nuclear Envelope Reassembly	REACTOME	1088	12	1103
1296	Nuclear Events (kinase and transcription factor activation)	REACTOME	1089	23	1296
1297	Nuclear Pore Complex (NPC) Disassembly	REACTOME	1091	34	1297
1298	Nuclear Receptor transcription pathway	REACTOME	1092	48	1298
1299	Nuclear import of Rev protein	REACTOME	1090	32	1299
1300	Nuclear signaling by ERBB4	REACTOME	1093	25	1300
1301	Nucleosome assembly	REACTOME	1094	66	854
1302	Nucleotide Excision Repair	REACTOME	1096	109	1302
1303	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	REACTOME	1097	44	1303
1304	Nucleotide-like (purinergic) receptors	REACTOME	1098	13	1304
1305	O-glycosylation of TSR domain-containing proteins	REACTOME	1100	35	1305
1306	O-linked glycosylation	REACTOME	1101	105	1306
1307	O-linked glycosylation of mucins	REACTOME	1102	63	1307
1308	O2/CO2 exchange in erythrocytes	REACTOME	1103	13	917
1309	Olfactory Signaling Pathway	REACTOME	1104	380	1309
1310	Oncogene Induced Senescence	REACTOME	1106	32	1310
1311	Oncogenic MAPK signaling	REACTOME	1107	71	1311
1312	Opioid Signalling	REACTOME	1110	83	1312
1313	Orc1 removal from chromatin	REACTOME	1111	69	1490
1314	Organelle biogenesis and maintenance	REACTOME	1112	320	1314
1315	Organic anion transporters	REACTOME	1113	10	1315
1316	Organic cation transport	REACTOME	1114	10	1316
1317	Organic cation/anion/zwitterion transport	REACTOME	1115	15	1317
1318	Other semaphorin interactions	REACTOME	1119	18	1318
1319	Ovarian tumor domain proteases	REACTOME	1122	34	1319
1320	Oxidative Stress Induced Senescence	REACTOME	1124	123	1320
1321	Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	REACTOME	1125	62	1321
1322	PCNA-Dependent Long Patch Base Excision Repair	REACTOME	1154	21	1322
1323	PCP/CE pathway	REACTOME	1155	92	1323
1324	PD-1 signaling	REACTOME	1156	21	1324
1325	PECAM1 interactions	REACTOME	1159	11	1325
1326	PERK regulates gene expression	REACTOME	1167	28	1326
1327	PI Metabolism	REACTOME	1192	74	1327
1328	PI-3K cascade:FGFR1	REACTOME	1193	21	1328
1329	PI-3K cascade:FGFR2	REACTOME	1194	22	1329
1330	PI-3K cascade:FGFR3	REACTOME	1195	17	1330
1331	PI-3K cascade:FGFR4	REACTOME	1196	19	1331
1332	PI3K Cascade	REACTOME	1197	77	1332
1333	PI3K events in ERBB2 signaling	REACTOME	1198	16	1333
1334	PI3K events in ERBB4 signaling	REACTOME	1199	10	1334
1335	PI3K/AKT Signaling in Cancer	REACTOME	1202	88	1335
1336	PI3K/AKT activation	REACTOME	1201	126	1548
1337	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	REACTOME	1203	86	1337
1338	PIP3 activates AKT signaling	REACTOME	1205	123	1548
1339	PIWI-interacting RNA (piRNA) biogenesis	REACTOME	1206	29	1339
1340	PKA activation	REACTOME	1207	16	1340
1341	PKA activation in glucagon signalling	REACTOME	1208	17	1341
1342	PKA-mediated phosphorylation of CREB	REACTOME	1209	17	1342
1343	PKB-mediated events	REACTOME	1210	39	1343
1344	PKMTs methylate histone lysines	REACTOME	1211	64	1344
1345	PLC beta mediated events	REACTOME	1222	46	982
1346	PLC-gamma1 signalling	REACTOME	1223	35	1346
1347	POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation	REACTOME	1237	12	1347
1348	PPARA activates gene expression	REACTOME	1239	119	1518
1349	PRC2 methylates histones and DNA	REACTOME	1240	71	1349
1350	PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases	REACTOME	1278	27	1350
1351	Packaging Of Telomere Ends	REACTOME	1141	50	1351
1352	Paradoxical activation of RAF signaling by kinase inactive BRAF	REACTOME	1145	36	1352
1353	Passive transport by Aquaporins	REACTOME	1147	13	1353
1354	Pausing and recovery of HIV elongation	REACTOME	1150	32	1053
1355	Pausing and recovery of Tat-mediated HIV elongation	REACTOME	1151	30	1355
1356	Peptide chain elongation	REACTOME	1163	84	919
1357	Peptide hormone biosynthesis	REACTOME	1164	13	1357
1358	Peptide hormone metabolism	REACTOME	1165	83	1358
1359	Peptide ligand-binding receptors	REACTOME	1166	178	1359
1360	Peroxisomal lipid metabolism	REACTOME	1168	28	1360
1361	Phase 0 - rapid depolarisation	REACTOME	1172	45	1361
1362	Phase 1 - Functionalization of compounds	REACTOME	1173	103	1362
1363	Phase 2 - plateau phase	REACTOME	1174	26	1363
1364	Phase 4 - resting membrane potential	REACTOME	1175	19	1364
1365	Phase II conjugation	REACTOME	1176	106	1365
1366	Phenylalanine and tyrosine catabolism	REACTOME	1177	10	1366
1367	Phospholipase C-mediated cascade: FGFR1	REACTOME	1183	16	1367
1368	Phospholipase C-mediated cascade; FGFR2	REACTOME	1180	17	1368
1369	Phospholipase C-mediated cascade; FGFR3	REACTOME	1181	12	1369
1370	Phospholipase C-mediated cascade; FGFR4	REACTOME	1182	14	1370
1371	Phospholipid metabolism	REACTOME	1186	192	1371
1372	Phosphorylation of CD3 and TCR zeta chains	REACTOME	1187	20	1372
1373	Phosphorylation of the APC/C	REACTOME	1188	19	1373
1374	Physiological factors	REACTOME	1191	12	1374
1375	Pink/Parkin Mediated Mitophagy	REACTOME	1204	19	1226
1376	Platelet Adhesion to exposed collagen	REACTOME	1215	13	1376
1377	Platelet Aggregation (Plug Formation)	REACTOME	1216	37	1377
1378	Platelet activation, signaling and aggregation	REACTOME	1214	263	1378
1379	Platelet calcium homeostasis	REACTOME	1217	30	1379
1380	Platelet degranulation	REACTOME	1218	118	1539
1381	Platelet homeostasis	REACTOME	1219	87	1381
1382	Platelet sensitization by LDL	REACTOME	1220	16	1382
1383	Polo-like kinase mediated events	REACTOME	1225	17	1383
1384	Polymerase switching	REACTOME	1226	13	1156
1385	Polymerase switching on the C-strand of the telomere	REACTOME	1227	13	1156
1386	Positive epigenetic regulation of rRNA expression	REACTOME	1230	106	1386
1387	Post NMDA receptor activation events	REACTOME	1231	34	1387
1388	Post-chaperonin tubulin folding pathway	REACTOME	1232	22	1388
1389	Post-translational modification: synthesis of GPI-anchored proteins	REACTOME	1233	84	1389
1390	Post-translational protein modification	REACTOME	1234	954	1390
1391	Postsynaptic nicotinic acetylcholine receptors	REACTOME	1235	14	610
1392	Potassium Channels	REACTOME	1236	99	1392
